order_id,customer_id,product_name,category,quantity,unit_price,total_price,order_date,city,country
ORD_00273,CUST_0011,Jeans,Clothing,2,49.99,99.98,2024-12-03,Los Angeles,USA
ORD_00274,CUST_0156,Yoga Mat,Sports,4,29.99,119.96,2024-04-14,London,UK
ORD_00275,CUST_0248,Throw Pillow,Home & Garden,2,29.99,59.98,2024-06-11,Paris,France
ORD_00276,CUST_0286,USB-C Cable,Electronics,1,12.99,12.99,2024-02-14,Los Angeles,USA
ORD_00277,CUST_0112,Dumbbell Set,Sports,1,59.99,59.99,2024-07-27,Los Angeles,USA
ORD_00278,CUST_0010,T-Shirt,Clothing,2,24.99,49.98,2024-05-04,Toronto,Canada
ORD_00279,CUST_0275,Power Bank,Electronics,1,34.99,34.99,2024-08-03,London,UK
ORD_00280,CUST_0160,Wall Clock,Home & Garden,3,34.99,104.97,2024-08-06,Paris,France
ORD_00281,CUST_0246,Dumbbell Set,Sports,1,59.99,59.99,2024-09-11,Toronto,Canada
ORD_00282,CUST_0277,Wall Clock,Home & Garden,1,34.99,34.99,2024-09-10,Toronto,Canada
ORD_00283,CUST_0018,Plant Pot,Home & Garden,5,18.99,94.95,2024-10-19,London,UK
ORD_00284,CUST_0239,Python Cookbook,Books,4,44.99,179.96,2024-10-06,Tokyo,Japan
ORD_00285,CUST_0087,Socks Pack,Clothing,3,14.99,44.97,2024-08-22,Berlin,Germany
ORD_00286,CUST_0085,Bluetooth Speaker,Electronics,5,79.99,399.95,2024-11-02,Chicago,USA
ORD_00287,CUST_0131,Sneakers,Clothing,4,89.99,359.96,2024-02-23,Los Angeles,USA
ORD_00288,CUST_0277,Fiction Novel,Books,2,14.99,29.98,2024-08-09,Los Angeles,USA
ORD_00289,CUST_0091,Garden Hose,Home & Garden,4,39.99,159.96,2024-08-19,Berlin,Germany
ORD_00290,CUST_0286,Plant Pot,Home & Garden,3,18.99,56.97,2024-07-10,Tokyo,Japan
ORD_00291,CUST_0296,Plant Pot,Home & Garden,1,18.99,18.99,2024-11-17,Tokyo,Japan
ORD_00292,CUST_0268,Power Bank,Electronics,3,34.99,104.97,2024-09-21,Chicago,USA
ORD_00293,CUST_0226,Socks Pack,Clothing,3,14.99,44.97,2024-08-05,Paris,France
ORD_00294,CUST_0110,Jeans,Clothing,5,49.99,249.95,2024-09-21,Sydney,Australia
ORD_00295,CUST_0045,Sneakers,Clothing,5,89.99,449.95,2024-09-17,Paris,France
ORD_00296,CUST_0126,Garden Hose,Home & Garden,5,39.99,199.95,2024-03-19,London,UK
ORD_00297,CUST_0140,LED Bulb Pack,Home & Garden,4,22.99,91.96,2024-06-08,Berlin,Germany
ORD_00298,CUST_0201,Power Bank,Electronics,1,34.99,34.99,2024-02-19,London,UK
ORD_00299,CUST_0267,History Book,Books,2,24.99,49.98,2024-04-23,New York,USA
ORD_00300,CUST_0259,Wireless Headphones,Electronics,4,59.99,239.96,2024-10-07,Mumbai,India
ORD_00301,CUST_0262,Running Shoes,Sports,1,109.99,109.99,2024-04-22,Los Angeles,USA
ORD_00302,CUST_0203,USB-C Cable,Electronics,2,12.99,25.98,2024-11-26,Chicago,USA
ORD_00303,CUST_0164,Data Science Handbook,Books,5,39.99,199.95,2024-09-22,Paris,France
ORD_00304,CUST_0077,Water Bottle,Sports,4,14.99,59.96,2024-04-18,Sydney,Australia
ORD_00305,CUST_0156,USB-C Cable,Electronics,4,12.99,51.96,2024-05-13,Mumbai,India
ORD_00306,CUST_0121,Fiction Novel,Books,1,14.99,14.99,2024-09-25,Paris,France
ORD_00307,CUST_0053,Running Shoes,Sports,2,109.99,219.98,2024-12-24,Berlin,Germany
ORD_00308,CUST_0164,Resistance Bands,Sports,2,19.99,39.98,2024-09-14,Toronto,Canada
ORD_00309,CUST_0243,Garden Hose,Home & Garden,5,39.99,199.95,2024-03-12,London,UK
ORD_00310,CUST_0253,Dumbbell Set,Sports,5,59.99,299.95,2024-12-28,London,UK
ORD_00311,CUST_0070,Phone Case,Electronics,5,19.99,99.95,2024-10-03,Sydney,Australia
ORD_00312,CUST_0073,Garden Hose,Home & Garden,3,39.99,119.97,2024-08-19,Tokyo,Japan
ORD_00313,CUST_0139,Data Science Handbook,Books,2,39.99,79.98,2024-08-11,Chicago,USA
ORD_00314,CUST_0245,LED Bulb Pack,Home & Garden,2,22.99,45.98,2024-04-25,Tokyo,Japan
ORD_00315,CUST_0012,Plant Pot,Home & Garden,2,18.99,37.98,2024-05-13,New York,USA
ORD_00316,CUST_0042,Python Cookbook,Books,5,44.99,224.95,2024-09-22,Chicago,USA
ORD_00317,CUST_0136,Python Cookbook,Books,1,44.99,44.99,2024-12-09,London,UK
ORD_00318,CUST_0127,Power Bank,Electronics,1,34.99,34.99,2024-05-18,New York,USA
ORD_00319,CUST_0190,Dumbbell Set,Sports,2,59.99,119.98,2024-01-27,Mumbai,India
ORD_00320,CUST_0082,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-06-25,Chicago,USA
ORD_00321,CUST_0214,Jacket,Clothing,3,119.99,359.97,2024-10-17,Los Angeles,USA
ORD_00322,CUST_0166,Wireless Headphones,Electronics,3,59.99,179.97,2024-03-15,Paris,France
ORD_00323,CUST_0001,Jacket,Clothing,4,119.99,479.96,2024-12-01,Tokyo,Japan
ORD_00324,CUST_0029,Yoga Mat,Sports,3,29.99,89.97,2024-09-21,Los Angeles,USA
ORD_00325,CUST_0090,Power Bank,Electronics,2,34.99,69.98,2024-06-05,London,UK
ORD_00326,CUST_0202,LED Bulb Pack,Home & Garden,1,22.99,22.99,2024-10-10,London,UK
ORD_00327,CUST_0272,Jacket,Clothing,4,119.99,479.96,2024-10-27,Toronto,Canada
ORD_00328,CUST_0225,LED Bulb Pack,Home & Garden,2,22.99,45.98,2024-09-23,Chicago,USA
ORD_00329,CUST_0081,Bluetooth Speaker,Electronics,2,79.99,159.98,2024-02-16,Toronto,Canada
ORD_00330,CUST_0047,Dumbbell Set,Sports,1,59.99,59.99,2024-04-15,London,UK
ORD_00331,CUST_0069,T-Shirt,Clothing,3,24.99,74.97,2024-01-03,New York,USA
ORD_00332,CUST_0011,Wall Clock,Home & Garden,4,34.99,139.96,2024-05-19,New York,USA
ORD_00333,CUST_0008,Self-Help Guide,Books,2,19.99,39.98,2024-02-02,Los Angeles,USA
ORD_00334,CUST_0162,Resistance Bands,Sports,5,19.99,99.95,2024-06-23,Paris,France
ORD_00335,CUST_0164,Wireless Headphones,Electronics,3,59.99,179.97,2024-09-17,London,UK
ORD_00336,CUST_0152,Jeans,Clothing,4,49.99,199.96,2024-07-22,Chicago,USA
ORD_00337,CUST_0124,Fiction Novel,Books,2,14.99,29.98,2024-03-18,London,UK
ORD_00338,CUST_0036,Jacket,Clothing,4,119.99,479.96,2024-10-03,Mumbai,India
ORD_00339,CUST_0014,T-Shirt,Clothing,1,24.99,24.99,2024-10-02,Los Angeles,USA
ORD_00340,CUST_0042,Jacket,Clothing,5,119.99,599.95,2024-12-19,Toronto,Canada
ORD_00341,CUST_0056,Bluetooth Speaker,Electronics,5,79.99,399.95,2024-11-27,London,UK
ORD_00342,CUST_0058,Dumbbell Set,Sports,5,59.99,299.95,2024-08-07,Berlin,Germany
ORD_00343,CUST_0076,Garden Hose,Home & Garden,5,39.99,199.95,2024-09-01,Chicago,USA
ORD_00344,CUST_0249,Garden Hose,Home & Garden,3,39.99,119.97,2024-05-20,London,UK
ORD_00345,CUST_0280,Plant Pot,Home & Garden,3,18.99,56.97,2024-08-11,New York,USA
ORD_00346,CUST_0126,Garden Hose,Home & Garden,2,39.99,79.98,2024-04-22,Chicago,USA
ORD_00347,CUST_0048,Power Bank,Electronics,2,34.99,69.98,2024-05-22,Paris,France
ORD_00348,CUST_0095,T-Shirt,Clothing,3,24.99,74.97,2024-06-16,Los Angeles,USA
ORD_00349,CUST_0109,History Book,Books,5,24.99,124.95,2024-01-01,New York,USA
ORD_00350,CUST_0194,Sneakers,Clothing,5,89.99,449.95,2024-10-05,Sydney,Australia
ORD_00351,CUST_0250,Dumbbell Set,Sports,1,59.99,59.99,2024-06-24,Berlin,Germany
ORD_00352,CUST_0065,Water Bottle,Sports,1,14.99,14.99,2024-06-17,London,UK
ORD_00353,CUST_0009,Plant Pot,Home & Garden,2,18.99,37.98,2024-03-25,Tokyo,Japan
ORD_00354,CUST_0127,Bluetooth Speaker,Electronics,2,79.99,159.98,2024-07-05,Los Angeles,USA
ORD_00355,CUST_0055,Wireless Headphones,Electronics,4,59.99,239.96,2024-04-10,Toronto,Canada
ORD_00356,CUST_0108,Jeans,Clothing,1,49.99,49.99,2024-05-08,Paris,France
ORD_00357,CUST_0241,Running Shoes,Sports,3,109.99,329.97,2024-11-01,Chicago,USA
ORD_00358,CUST_0033,Running Shoes,Sports,1,109.99,109.99,2024-01-04,Sydney,Australia
ORD_00359,CUST_0060,Garden Hose,Home & Garden,3,39.99,119.97,2024-11-27,Los Angeles,USA
ORD_00360,CUST_0158,Python Cookbook,Books,5,44.99,224.95,2024-02-28,Tokyo,Japan
ORD_00361,CUST_0019,Plant Pot,Home & Garden,2,18.99,37.98,2024-04-14,Berlin,Germany
ORD_00362,CUST_0242,Yoga Mat,Sports,3,29.99,89.97,2024-12-05,Mumbai,India
ORD_00363,CUST_0160,Dumbbell Set,Sports,2,59.99,119.98,2024-06-09,Berlin,Germany
ORD_00364,CUST_0120,Dumbbell Set,Sports,2,59.99,119.98,2024-10-17,Toronto,Canada
ORD_00365,CUST_0066,Plant Pot,Home & Garden,4,18.99,75.96,2024-03-28,London,UK
ORD_00366,CUST_0177,Phone Case,Electronics,5,19.99,99.95,2024-07-11,New York,USA
ORD_00367,CUST_0241,Fiction Novel,Books,3,14.99,44.97,2024-08-11,Berlin,Germany
ORD_00368,CUST_0118,Dumbbell Set,Sports,5,59.99,299.95,2024-10-10,Sydney,Australia
ORD_00369,CUST_0116,Sneakers,Clothing,5,89.99,449.95,2024-06-09,Paris,France
ORD_00370,CUST_0097,Data Science Handbook,Books,3,39.99,119.97,2024-12-10,London,UK
ORD_00371,CUST_0092,USB-C Cable,Electronics,3,12.99,38.97,2024-02-15,New York,USA
ORD_00372,CUST_0065,Self-Help Guide,Books,2,19.99,39.98,2024-10-16,Toronto,Canada
ORD_00373,CUST_0158,History Book,Books,3,24.99,74.97,2024-10-28,Chicago,USA
ORD_00374,CUST_0201,Yoga Mat,Sports,3,29.99,89.97,2024-12-02,Los Angeles,USA
ORD_00375,CUST_0032,Self-Help Guide,Books,5,19.99,99.95,2024-12-26,London,UK
ORD_00376,CUST_0012,Wall Clock,Home & Garden,1,34.99,34.99,2024-12-20,Tokyo,Japan
ORD_00377,CUST_0101,Water Bottle,Sports,1,14.99,14.99,2024-09-05,New York,USA
ORD_00378,CUST_0140,Resistance Bands,Sports,3,19.99,59.97,2024-06-01,Chicago,USA
ORD_00379,CUST_0265,Garden Hose,Home & Garden,5,39.99,199.95,2024-11-28,London,UK
ORD_00380,CUST_0082,Socks Pack,Clothing,3,14.99,44.97,2024-09-05,New York,USA
ORD_00381,CUST_0065,Garden Hose,Home & Garden,1,39.99,39.99,2024-07-07,Berlin,Germany
ORD_00382,CUST_0257,Yoga Mat,Sports,5,29.99,149.95,2024-11-06,Sydney,Australia
ORD_00383,CUST_0174,Water Bottle,Sports,5,14.99,74.95,2024-05-04,Toronto,Canada
ORD_00384,CUST_0145,USB-C Cable,Electronics,5,12.99,64.95,2024-03-16,Paris,France
ORD_00385,CUST_0274,Self-Help Guide,Books,4,19.99,79.96,2024-06-27,Tokyo,Japan
ORD_00386,CUST_0036,T-Shirt,Clothing,3,24.99,74.97,2024-11-23,Los Angeles,USA
ORD_00387,CUST_0212,Socks Pack,Clothing,1,14.99,14.99,2024-04-21,Chicago,USA
ORD_00388,CUST_0157,Yoga Mat,Sports,1,29.99,29.99,2024-07-13,Mumbai,India
ORD_00389,CUST_0188,Garden Hose,Home & Garden,3,39.99,119.97,2024-09-04,Los Angeles,USA
ORD_00390,CUST_0013,Jacket,Clothing,4,119.99,479.96,2024-07-13,Los Angeles,USA
ORD_00391,CUST_0135,Water Bottle,Sports,5,14.99,74.95,2024-02-17,Chicago,USA
ORD_00392,CUST_0030,Bluetooth Speaker,Electronics,2,79.99,159.98,2024-07-27,Los Angeles,USA
ORD_00393,CUST_0125,Bluetooth Speaker,Electronics,2,79.99,159.98,2024-12-07,Toronto,Canada
ORD_00394,CUST_0262,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-11-18,Mumbai,India
ORD_00395,CUST_0110,Sneakers,Clothing,1,89.99,89.99,2024-01-06,Berlin,Germany
ORD_00396,CUST_0288,LED Bulb Pack,Home & Garden,5,22.99,114.95,2024-08-02,Berlin,Germany
ORD_00397,CUST_0157,Jacket,Clothing,3,119.99,359.97,2024-11-11,London,UK
ORD_00398,CUST_0252,USB-C Cable,Electronics,5,12.99,64.95,2024-11-04,Sydney,Australia
ORD_00399,CUST_0282,T-Shirt,Clothing,1,24.99,24.99,2024-02-21,Toronto,Canada
ORD_00400,CUST_0171,Plant Pot,Home & Garden,5,18.99,94.95,2024-09-12,Toronto,Canada
ORD_00401,CUST_0052,Fiction Novel,Books,5,14.99,74.95,2024-12-09,New York,USA
ORD_00402,CUST_0086,Jacket,Clothing,1,119.99,119.99,2024-03-28,Paris,France
ORD_00403,CUST_0039,Wireless Headphones,Electronics,4,59.99,239.96,2024-09-16,Toronto,Canada
ORD_00404,CUST_0253,Yoga Mat,Sports,5,29.99,149.95,2024-05-27,Tokyo,Japan
ORD_00405,CUST_0091,Python Cookbook,Books,5,44.99,224.95,2024-07-11,Sydney,Australia
ORD_00406,CUST_0292,Wall Clock,Home & Garden,5,34.99,174.95,2024-06-20,Chicago,USA
ORD_00407,CUST_0259,Fiction Novel,Books,3,14.99,44.97,2024-05-08,Berlin,Germany
ORD_00408,CUST_0027,T-Shirt,Clothing,2,24.99,49.98,2024-09-03,Los Angeles,USA
ORD_00409,CUST_0059,Garden Hose,Home & Garden,4,39.99,159.96,2024-12-24,Berlin,Germany
ORD_00410,CUST_0048,Python Cookbook,Books,1,44.99,44.99,2024-11-06,London,UK
ORD_00411,CUST_0116,Socks Pack,Clothing,5,14.99,74.95,2024-07-19,Chicago,USA
ORD_00412,CUST_0071,Dumbbell Set,Sports,5,59.99,299.95,2024-07-02,New York,USA
ORD_00413,CUST_0045,T-Shirt,Clothing,5,24.99,124.95,2024-03-05,New York,USA
ORD_00414,CUST_0162,LED Bulb Pack,Home & Garden,5,22.99,114.95,2024-08-18,Chicago,USA
ORD_00415,CUST_0259,Data Science Handbook,Books,3,39.99,119.97,2024-08-19,Toronto,Canada
ORD_00416,CUST_0105,Running Shoes,Sports,5,109.99,549.95,2024-02-03,Los Angeles,USA
ORD_00417,CUST_0187,LED Bulb Pack,Home & Garden,3,22.99,68.97,2024-12-24,Berlin,Germany
ORD_00418,CUST_0163,Jeans,Clothing,4,49.99,199.96,2024-06-06,Los Angeles,USA
ORD_00419,CUST_0053,Data Science Handbook,Books,1,39.99,39.99,2024-09-05,Tokyo,Japan
ORD_00420,CUST_0217,Wall Clock,Home & Garden,2,34.99,69.98,2024-11-05,Sydney,Australia
ORD_00421,CUST_0247,Self-Help Guide,Books,4,19.99,79.96,2024-02-17,Los Angeles,USA
ORD_00422,CUST_0153,Throw Pillow,Home & Garden,3,29.99,89.97,2024-12-13,New York,USA
ORD_00423,CUST_0154,Socks Pack,Clothing,1,14.99,14.99,2024-06-26,Berlin,Germany
ORD_00424,CUST_0178,Wall Clock,Home & Garden,1,34.99,34.99,2024-03-07,Sydney,Australia
ORD_00425,CUST_0180,History Book,Books,4,24.99,99.96,2024-12-01,New York,USA
ORD_00426,CUST_0143,Throw Pillow,Home & Garden,5,29.99,149.95,2024-09-02,Chicago,USA
ORD_00427,CUST_0225,Dumbbell Set,Sports,4,59.99,239.96,2024-10-26,Tokyo,Japan
ORD_00428,CUST_0257,Throw Pillow,Home & Garden,4,29.99,119.96,2024-10-18,Los Angeles,USA
ORD_00429,CUST_0234,Jeans,Clothing,3,49.99,149.97,2024-09-27,Tokyo,Japan
ORD_00430,CUST_0128,Running Shoes,Sports,2,109.99,219.98,2024-08-23,Paris,France
ORD_00431,CUST_0147,Sneakers,Clothing,1,89.99,89.99,2024-06-15,Sydney,Australia
ORD_00432,CUST_0040,Sneakers,Clothing,4,89.99,359.96,2024-05-06,London,UK
ORD_00433,CUST_0068,Jacket,Clothing,1,119.99,119.99,2024-11-21,Sydney,Australia
ORD_00434,CUST_0287,Sneakers,Clothing,1,89.99,89.99,2024-10-05,New York,USA
ORD_00435,CUST_0099,T-Shirt,Clothing,2,24.99,49.98,2024-07-06,Chicago,USA
ORD_00436,CUST_0213,Running Shoes,Sports,4,109.99,439.96,2024-11-05,Los Angeles,USA
ORD_00437,CUST_0241,Data Science Handbook,Books,4,39.99,159.96,2024-02-11,Berlin,Germany
ORD_00438,CUST_0039,Jeans,Clothing,2,49.99,99.98,2024-09-16,London,UK
ORD_00439,CUST_0127,Running Shoes,Sports,1,109.99,109.99,2024-06-07,New York,USA
ORD_00440,CUST_0245,Fiction Novel,Books,4,14.99,59.96,2024-03-13,Los Angeles,USA
ORD_00441,CUST_0102,Wall Clock,Home & Garden,2,34.99,69.98,2024-05-06,Chicago,USA
ORD_00442,CUST_0118,USB-C Cable,Electronics,3,12.99,38.97,2024-09-07,London,UK
ORD_00443,CUST_0056,Running Shoes,Sports,1,109.99,109.99,2024-04-11,London,UK
ORD_00444,CUST_0091,Wireless Headphones,Electronics,3,59.99,179.97,2024-11-11,Sydney,Australia
ORD_00445,CUST_0018,Resistance Bands,Sports,3,19.99,59.97,2024-12-11,Sydney,Australia
ORD_00446,CUST_0261,Garden Hose,Home & Garden,4,39.99,159.96,2024-08-28,New York,USA
ORD_00447,CUST_0250,Garden Hose,Home & Garden,3,39.99,119.97,2024-11-15,Toronto,Canada
ORD_00448,CUST_0025,Data Science Handbook,Books,3,39.99,119.97,2024-09-01,Sydney,Australia
ORD_00449,CUST_0148,Throw Pillow,Home & Garden,3,29.99,89.97,2024-05-13,Berlin,Germany
ORD_00450,CUST_0251,Garden Hose,Home & Garden,3,39.99,119.97,2024-12-04,Tokyo,Japan
ORD_00451,CUST_0021,Data Science Handbook,Books,1,39.99,39.99,2024-11-22,Sydney,Australia
ORD_00452,CUST_0267,Running Shoes,Sports,5,109.99,549.95,2024-02-09,Los Angeles,USA
ORD_00453,CUST_0247,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-08-18,Chicago,USA
ORD_00454,CUST_0168,Water Bottle,Sports,2,14.99,29.98,2024-08-09,Mumbai,India
ORD_00455,CUST_0225,T-Shirt,Clothing,2,24.99,49.98,2024-01-18,Los Angeles,USA
ORD_00456,CUST_0251,Running Shoes,Sports,3,109.99,329.97,2024-01-20,New York,USA
ORD_00457,CUST_0068,Python Cookbook,Books,4,44.99,179.96,2024-10-28,Los Angeles,USA
ORD_00458,CUST_0043,Socks Pack,Clothing,5,14.99,74.95,2024-04-19,Sydney,Australia
ORD_00459,CUST_0289,Dumbbell Set,Sports,3,59.99,179.97,2024-04-10,Chicago,USA
ORD_00460,CUST_0129,Water Bottle,Sports,2,14.99,29.98,2024-12-13,New York,USA
ORD_00461,CUST_0183,Data Science Handbook,Books,4,39.99,159.96,2024-10-17,Sydney,Australia
ORD_00462,CUST_0064,Jacket,Clothing,5,119.99,599.95,2024-09-01,Toronto,Canada
ORD_00463,CUST_0265,Throw Pillow,Home & Garden,2,29.99,59.98,2024-01-06,Mumbai,India
ORD_00464,CUST_0243,Socks Pack,Clothing,3,14.99,44.97,2024-10-03,Sydney,Australia
ORD_00465,CUST_0047,USB-C Cable,Electronics,2,12.99,25.98,2024-05-07,Sydney,Australia
ORD_00466,CUST_0124,Wireless Headphones,Electronics,1,59.99,59.99,2024-06-14,Paris,France
ORD_00467,CUST_0222,Self-Help Guide,Books,3,19.99,59.97,2024-09-04,Tokyo,Japan
ORD_00468,CUST_0122,Yoga Mat,Sports,3,29.99,89.97,2024-03-26,Tokyo,Japan
ORD_00469,CUST_0027,USB-C Cable,Electronics,5,12.99,64.95,2024-10-28,Sydney,Australia
ORD_00470,CUST_0061,Bluetooth Speaker,Electronics,3,79.99,239.97,2024-03-06,Los Angeles,USA
ORD_00471,CUST_0058,Throw Pillow,Home & Garden,2,29.99,59.98,2024-10-06,Chicago,USA
ORD_00472,CUST_0080,Water Bottle,Sports,5,14.99,74.95,2024-08-08,Tokyo,Japan
ORD_00473,CUST_0008,USB-C Cable,Electronics,2,12.99,25.98,2024-12-15,Los Angeles,USA
ORD_00474,CUST_0255,Wall Clock,Home & Garden,2,34.99,69.98,2024-08-12,Berlin,Germany
ORD_00475,CUST_0236,T-Shirt,Clothing,1,24.99,24.99,2024-08-13,Los Angeles,USA
ORD_00476,CUST_0276,Python Cookbook,Books,2,44.99,89.98,2024-08-24,London,UK
ORD_00477,CUST_0157,Socks Pack,Clothing,1,14.99,14.99,2024-01-25,Chicago,USA
ORD_00478,CUST_0186,Water Bottle,Sports,2,14.99,29.98,2024-07-22,New York,USA
ORD_00479,CUST_0048,Python Cookbook,Books,1,44.99,44.99,2024-12-03,Sydney,Australia
ORD_00480,CUST_0264,Self-Help Guide,Books,3,19.99,59.97,2024-03-15,New York,USA
ORD_00481,CUST_0049,Running Shoes,Sports,1,109.99,109.99,2024-09-18,Toronto,Canada
ORD_00482,CUST_0072,Sneakers,Clothing,1,89.99,89.99,2024-04-15,Mumbai,India
ORD_00483,CUST_0258,Fiction Novel,Books,3,14.99,44.97,2024-05-24,Paris,France
ORD_00484,CUST_0075,Self-Help Guide,Books,5,19.99,99.95,2024-10-21,Sydney,Australia
ORD_00485,CUST_0240,Jacket,Clothing,2,119.99,239.98,2024-03-10,Paris,France
ORD_00486,CUST_0217,Fiction Novel,Books,5,14.99,74.95,2024-10-26,New York,USA
ORD_00487,CUST_0107,Power Bank,Electronics,2,34.99,69.98,2024-08-19,London,UK
ORD_00488,CUST_0029,Plant Pot,Home & Garden,5,18.99,94.95,2024-08-12,Chicago,USA
ORD_00489,CUST_0155,Self-Help Guide,Books,1,19.99,19.99,2024-10-17,Chicago,USA
ORD_00490,CUST_0266,Jacket,Clothing,5,119.99,599.95,2024-10-09,Berlin,Germany
ORD_00491,CUST_0071,Jacket,Clothing,2,119.99,239.98,2024-08-09,London,UK
ORD_00492,CUST_0008,Self-Help Guide,Books,5,19.99,99.95,2024-06-07,Mumbai,India
ORD_00493,CUST_0182,Running Shoes,Sports,2,109.99,219.98,2024-06-14,Paris,France
ORD_00494,CUST_0260,Bluetooth Speaker,Electronics,2,79.99,159.98,2024-10-01,Toronto,Canada
ORD_00495,CUST_0261,Resistance Bands,Sports,3,19.99,59.97,2024-01-11,Mumbai,India
ORD_00496,CUST_0260,Fiction Novel,Books,2,14.99,29.98,2024-03-21,Paris,France
ORD_00497,CUST_0165,Self-Help Guide,Books,2,19.99,39.98,2024-07-12,Chicago,USA
ORD_00498,CUST_0070,History Book,Books,2,24.99,49.98,2024-05-01,Sydney,Australia
ORD_00499,CUST_0033,Socks Pack,Clothing,3,14.99,44.97,2024-08-11,Sydney,Australia
ORD_00500,CUST_0143,Self-Help Guide,Books,3,19.99,59.97,2024-02-13,Los Angeles,USA
ORD_00501,CUST_0006,Phone Case,Electronics,2,19.99,39.98,2024-11-24,Chicago,USA
ORD_00502,CUST_0174,Yoga Mat,Sports,2,29.99,59.98,2024-02-04,Mumbai,India
ORD_00503,CUST_0204,Socks Pack,Clothing,1,14.99,14.99,2024-12-24,Mumbai,India
ORD_00504,CUST_0064,Socks Pack,Clothing,1,14.99,14.99,2024-02-03,Chicago,USA
ORD_00505,CUST_0019,Wireless Headphones,Electronics,2,59.99,119.98,2024-12-03,New York,USA
ORD_00506,CUST_0249,Wireless Headphones,Electronics,1,59.99,59.99,2024-09-17,Paris,France
ORD_00507,CUST_0123,Phone Case,Electronics,1,19.99,19.99,2024-11-09,Tokyo,Japan
ORD_00508,CUST_0214,Fiction Novel,Books,3,14.99,44.97,2024-05-13,Mumbai,India
ORD_00509,CUST_0021,Data Science Handbook,Books,1,39.99,39.99,2024-03-12,Berlin,Germany
ORD_00510,CUST_0047,History Book,Books,2,24.99,49.98,2024-10-07,Berlin,Germany
ORD_00511,CUST_0286,Self-Help Guide,Books,4,19.99,79.96,2024-09-19,London,UK
ORD_00512,CUST_0230,Dumbbell Set,Sports,1,59.99,59.99,2024-03-09,Toronto,Canada
ORD_00513,CUST_0196,Data Science Handbook,Books,3,39.99,119.97,2024-11-04,Tokyo,Japan
ORD_00514,CUST_0087,Socks Pack,Clothing,3,14.99,44.97,2024-05-16,Chicago,USA
ORD_00515,CUST_0047,Jacket,Clothing,3,119.99,359.97,2024-08-26,Tokyo,Japan
ORD_00516,CUST_0203,USB-C Cable,Electronics,4,12.99,51.96,2024-07-20,Tokyo,Japan
ORD_00517,CUST_0016,Python Cookbook,Books,4,44.99,179.96,2024-05-13,Berlin,Germany
ORD_00518,CUST_0133,Power Bank,Electronics,2,34.99,69.98,2024-10-21,London,UK
ORD_00519,CUST_0140,Data Science Handbook,Books,5,39.99,199.95,2024-07-02,Toronto,Canada
ORD_00520,CUST_0150,Self-Help Guide,Books,3,19.99,59.97,2024-01-18,Paris,France
ORD_00521,CUST_0288,Self-Help Guide,Books,5,19.99,99.95,2024-07-18,Berlin,Germany
ORD_00522,CUST_0022,Self-Help Guide,Books,4,19.99,79.96,2024-05-15,Los Angeles,USA
ORD_00523,CUST_0101,Fiction Novel,Books,3,14.99,44.97,2024-06-16,Mumbai,India
ORD_00524,CUST_0136,Wall Clock,Home & Garden,5,34.99,174.95,2024-08-06,Paris,France
ORD_00525,CUST_0177,LED Bulb Pack,Home & Garden,1,22.99,22.99,2024-01-19,New York,USA
ORD_00526,CUST_0221,LED Bulb Pack,Home & Garden,4,22.99,91.96,2024-09-01,Paris,France
ORD_00527,CUST_0032,Sneakers,Clothing,5,89.99,449.95,2024-12-28,Los Angeles,USA
ORD_00528,CUST_0098,Bluetooth Speaker,Electronics,4,79.99,319.96,2024-05-18,Los Angeles,USA
ORD_00529,CUST_0046,Sneakers,Clothing,2,89.99,179.98,2024-03-07,Sydney,Australia
ORD_00530,CUST_0227,Dumbbell Set,Sports,3,59.99,179.97,2024-06-24,Los Angeles,USA
ORD_00531,CUST_0218,Socks Pack,Clothing,5,14.99,74.95,2024-04-10,Chicago,USA
ORD_00532,CUST_0175,Jacket,Clothing,2,119.99,239.98,2024-10-28,Tokyo,Japan
ORD_00533,CUST_0103,Power Bank,Electronics,1,34.99,34.99,2024-08-21,Paris,France
ORD_00534,CUST_0062,Water Bottle,Sports,5,14.99,74.95,2024-05-15,London,UK
ORD_00535,CUST_0282,Self-Help Guide,Books,2,19.99,39.98,2024-06-07,London,UK
ORD_00536,CUST_0272,Water Bottle,Sports,5,14.99,74.95,2024-07-23,Mumbai,India
ORD_00537,CUST_0192,Resistance Bands,Sports,1,19.99,19.99,2024-07-03,London,UK
ORD_00538,CUST_0192,Plant Pot,Home & Garden,3,18.99,56.97,2024-05-12,Paris,France
ORD_00539,CUST_0128,History Book,Books,5,24.99,124.95,2024-04-15,London,UK
ORD_00540,CUST_0256,Bluetooth Speaker,Electronics,1,79.99,79.99,2024-12-13,Paris,France
ORD_00541,CUST_0296,USB-C Cable,Electronics,1,12.99,12.99,2024-07-05,Sydney,Australia
ORD_00542,CUST_0054,Power Bank,Electronics,2,34.99,69.98,2024-04-19,Los Angeles,USA
ORD_00543,CUST_0004,Resistance Bands,Sports,4,19.99,79.96,2024-01-26,New York,USA
ORD_00544,CUST_0255,Wall Clock,Home & Garden,1,34.99,34.99,2024-02-05,New York,USA
